slope_risk,rainfall_24h_mm,road_condition,bridge_condition,historical_disruptions,congestion_level,flood_risk_level,landslide_probability,elevation_m,river_proximity,month,road_distance_km,risk_score,risk_level,estimated_hours,delay_hours
25.8,6.0,0,0,1,1,94.1,0.15,202.0,0.7,4,330,16,low,7.1,0.2
25.1,0.3,0,0,0,1,8.0,0.04,115.0,0.75,12,195,1,low,4.1,0.0
27.3,17.7,2,1,5,2,100.0,0.18,574.0,0.55,6,380,40,medium,27.8,19.9
27.4,1.9,1,0,0,0,12.5,0.031,762.0,0.55,2,265,12,low,7.6,2.1
33.4,25.1,1,0,10,3,100.0,1.0,250.0,0.6,7,230,51,medium,7.5,2.7
24.4,0.0,0,0,1,0,14.0,0.02,790.0,0.55,3,98,8,low,2.0,0.0
44.0,1.1,1,1,0,0,13.3,0.041,578.0,0.45,1,168,15,low,4.8,1.3
52.8,0.6,1,1,0,3,7.1,0.101,961.0,0.35,1,390,28,low,11.2,3.1
36.4,3.2,1,1,5,0,83.0,0.281,578.0,0.45,5,168,29,low,4.9,1.4
61.5,18.9,1,1,12,3,96.4,1.0,961.0,0.35,9,390,62,high,12.3,4.2
30.1,8.6,0,0,3,0,98.4,0.158,790.0,0.55,4,98,16,low,2.1,0.1
41.2,0.2,0,0,0,3,3.0,0.171,750.0,0.5,3,340,7,low,7.1,0.0
35.9,2.8,0,0,5,1,44.4,0.696,422.0,0.65,10,485,18,low,10.2,0.1
44.0,2.6,0,0,0,2,4.2,0.149,775.0,0.5,3,245,13,low,5.2,0.1
15.1,0.4,0,0,0,2,13.1,0.04,20.0,0.8,12,320,6,low,6.7,0.0
43.4,1.0,0,0,5,0,85.7,0.133,202.0,0.7,5,330,27,low,6.9,0.0
22.3,4.2,1,0,2,2,15.2,0.022,502.0,0.6,3,270,15,low,7.9,2.3
43.8,1.1,0,0,6,1,79.7,0.267,408.0,0.6,4,240,23,low,5.0,0.0
54.3,22.9,0,0,1,1,100.0,0.409,408.0,0.6,5,240,24,low,5.6,0.6
27.2,1.0,1,0,0,2,10.2,0.082,250.0,0.6,1,230,12,low,6.6,1.8
6.1,3.1,1,0,11,2,100.0,0.269,68.0,0.85,8,175,33,medium,5.1,1.4
15.6,6.9,0,0,6,0,95.5,0.152,68.0,0.85,4,175,18,low,3.8,0.1
56.1,0.5,2,2,1,3,6.1,0.162,870.0,0.45,12,310,31,medium,20.7,14.3
48.6,4.9,2,1,8,3,65.9,1.0,550.0,0.5,7,110,44,medium,7.5,5.2
55.2,7.2,1,1,3,0,48.1,0.768,961.0,0.35,5,390,25,low,11.6,3.4
51.4,0.1,2,2,1,1,6.0,0.16,870.0,0.45,11,310,29,low,20.7,14.2
37.2,1.1,1,0,4,0,49.1,0.267,470.0,0.55,10,215,25,low,6.2,1.7
36.5,2.9,1,0,0,3,10.6,0.086,250.0,0.6,11,230,20,low,6.7,1.9
52.4,8.1,1,0,5,2,46.5,1.0,1238.0,0.35,9,190,34,medium,5.7,1.7
51.1,2.7,2,2,0,0,6.3,0.171,870.0,0.45,11,310,25,low,21.0,14.5
18.1,0.4,0,0,7,2,100.0,0.253,102.0,0.7,6,270,24,low,5.6,0.0
37.0,5.0,1,1,4,1,39.6,1.0,550.0,0.5,5,110,29,low,3.2,0.9
68.5,10.3,2,2,2,0,43.4,1.0,870.0,0.45,4,310,40,medium,21.8,15.3
49.7,0.1,0,0,0,2,13.0,0.04,688.0,0.6,1,210,11,low,4.4,0.0
47.2,1.0,1,0,1,0,8.2,0.041,470.0,0.55,11,215,16,low,6.2,1.7
36.6,0.7,1,0,1,0,12.2,0.031,515.0,0.65,12,190,9,low,5.4,1.5
6.8,11.4,0,0,1,0,73.7,0.669,215.0,0.75,5,280,14,low,6.2,0.4
22.2,12.0,1,0,13,0,99.2,0.65,115.0,0.75,7,195,41,medium,5.9,1.9
55.4,10.3,2,1,7,1,100.0,0.629,578.0,0.45,6,168,48,medium,11.8,8.3
16.0,0.5,0,0,0,0,7.1,0.101,422.0,0.65,11,485,3,low,10.1,0.0
66.9,3.9,2,2,1,2,6.5,0.176,870.0,0.45,3,310,35,medium,21.1,14.6
30.0,2.5,0,0,1,0,75.5,0.207,802.0,0.6,5,270,14,low,5.7,0.1
38.0,1.3,1,0,1,0,12.3,0.031,515.0,0.65,12,190,18,low,5.5,1.5
45.3,0.0,0,0,0,2,12.0,0.03,802.0,0.6,11,270,8,low,5.6,0.0
30.4,2.8,0,0,3,0,88.7,0.139,202.0,0.7,4,330,18,low,7.0,0.1
55.5,3.5,2,2,7,1,64.2,1.0,870.0,0.45,7,310,46,medium,21.0,14.6
10.5,6.6,0,0,5,0,88.4,0.303,20.0,0.8,10,320,18,low,6.9,0.2
57.1,12.4,0,1,9,2,100.0,0.327,594.0,0.5,8,440,38,medium,9.8,0.6
14.5,5.8,0,1,9,2,100.0,0.286,102.0,0.7,8,270,31,medium,5.8,0.2
53.9,18.7,0,0,11,0,100.0,0.734,797.0,0.4,9,74,43,medium,1.7,0.2
33.1,4.8,0,0,0,3,13.2,0.034,115.0,0.75,3,195,16,low,4.2,0.1
72.2,17.8,0,0,6,3,54.2,1.0,1438.0,0.4,7,85,39,medium,1.9,0.2
59.6,4.9,1,1,3,0,7.7,0.112,961.0,0.35,3,390,24,low,11.4,3.3
28.6,1.3,0,0,1,1,12.3,0.031,802.0,0.6,2,270,10,low,5.7,0.0
36.1,19.4,0,1,6,0,100.0,0.557,802.0,0.6,6,270,38,medium,6.2,0.6
45.7,33.8,1,1,2,2,60.4,1.0,550.0,0.5,4,110,44,medium,3.8,1.5
29.1,12.3,1,0,3,2,89.7,0.255,762.0,0.55,10,265,28,low,8.1,2.5
32.0,0.3,0,0,0,0,10.1,0.081,215.0,0.75,2,280,2,low,5.8,0.0
74.2,1.5,1,1,0,1,3.1,0.177,1117.0,0.35,11,145,20,low,4.2,1.2
40.3,57.5,2,1,9,0,64.5,1.0,1117.0,0.35,8,145,57,medium,13.6,10.5
56.1,2.0,1,1,0,0,13.5,0.042,578.0,0.45,12,168,21,low,4.8,1.3
12.9,3.2,0,0,2,2,100.0,0.27,68.0,0.85,6,175,18,low,3.7,0.1
39.9,0.2,0,0,1,0,14.1,0.02,790.0,0.55,11,98,7,low,2.0,0.0
22.2,22.4,0,0,3,1,100.0,0.406,688.0,0.6,4,210,23,low,4.9,0.6
30.0,9.9,0,0,5,0,28.7,1.0,775.0,0.5,5,245,19,low,5.4,0.3
34.9,3.5,0,0,7,0,85.6,0.544,797.0,0.4,9,74,26,low,1.6,0.0
23.6,13.9,0,0,5,3,100.0,0.175,40.0,0.75,5,310,31,medium,6.9,0.5
79.6,0.1,1,1,1,1,7.0,0.1,961.0,0.35,12,390,26,low,11.1,3.0
28.3,15.3,1,1,9,2,100.0,0.173,574.0,0.55,6,380,40,medium,11.8,3.8
37.9,7.4,1,0,8,1,100.0,0.444,515.0,0.65,6,190,38,medium,5.6,1.7
41.3,11.0,1,1,0,3,15.9,0.051,578.0,0.45,3,168,33,medium,5.1,1.6
50.1,2.3,1,0,3,0,8.4,0.042,470.0,0.55,1,215,19,low,6.2,1.7
36.6,0.1,1,0,2,2,72.1,0.195,515.0,0.65,4,190,24,low,5.4,1.5
25.6,14.0,1,0,2,0,12.8,0.108,250.0,0.6,3,230,17,low,7.1,2.3
2.4,50.4,1,0,7,1,100.0,0.565,40.0,0.75,7,310,43,medium,11.8,5.4
47.6,2.8,1,0,5,3,88.8,0.139,502.0,0.6,10,270,33,medium,7.8,2.2
0.0,0.3,0,0,1,2,14.1,0.02,35.0,0.85,11,550,8,low,11.5,0.0
38.7,2.0,1,0,2,0,14.6,0.021,502.0,0.6,12,270,20,low,7.8,2.2
32.4,13.9,1,0,8,1,38.3,1.0,750.0,0.5,7,340,31,medium,10.4,3.4
12.9,1.5,0,0,6,1,74.2,0.202,115.0,0.75,4,195,16,low,4.1,0.0
15.3,5.2,0,0,4,1,92.7,0.147,68.0,0.85,5,175,18,low,3.7,0.1
4.8,0.1,0,0,1,1,14.0,0.02,35.0,0.85,11,550,3,low,11.5,0.0
42.4,2.1,1,1,10,0,100.0,0.395,515.0,0.65,7,190,34,medium,5.5,1.5
36.4,0.5,0,1,0,0,84.9,0.132,594.0,0.5,5,440,22,low,9.2,0.0
13.3,16.6,0,1,12,0,100.0,0.354,35.0,0.85,8,550,30,low,12.5,1.0
9.2,4.3,1,0,9,1,100.0,0.554,20.0,0.8,9,320,35,medium,9.3,2.7
32.6,1.7,0,0,3,0,49.6,0.271,115.0,0.75,5,195,5,low,4.1,0.0
23.4,11.3,0,0,6,1,73.6,0.667,215.0,0.75,4,280,29,low,6.2,0.4
29.0,16.4,0,1,8,0,93.0,1.0,422.0,0.65,6,485,32,medium,11.0,0.9
15.2,0.5,0,0,0,2,14.1,0.02,202.0,0.7,2,330,5,low,6.9,0.0
22.1,0.2,0,0,2,3,10.0,0.08,215.0,0.75,3,280,15,low,5.8,0.0
34.3,8.2,1,0,1,2,11.6,0.096,250.0,0.6,2,230,17,low,6.9,2.1
14.3,1.2,0,0,4,1,86.0,0.134,35.0,0.85,5,550,11,low,11.5,0.1
80.6,16.4,1,1,3,0,55.8,0.917,961.0,0.35,5,390,38,medium,12.1,4.0
37.7,4.3,1,0,1,2,15.2,0.022,502.0,0.6,2,270,22,low,7.9,2.3
24.7,4.0,0,0,3,0,90.8,0.143,40.0,0.75,5,310,14,low,6.6,0.1
74.4,129.5,2,1,4,0,100.0,1.0,1041.0,0.3,7,200,60,medium,37.9,33.7
15.4,3.7,0,0,0,2,15.0,0.022,40.0,0.75,1,310,17,low,6.6,0.1
54.0,20.7,1,0,5,1,100.0,0.569,762.0,0.55,6,265,41,medium,8.4,2.9
48.6,0.1,1,1,1,0,6.0,0.16,550.0,0.5,12,110,17,low,3.1,0.9
68.6,2.5,0,0,0,0,4.2,0.149,1438.0,0.4,3,85,13,low,1.8,0.0
19.9,45.7,1,1,4,1,100.0,1.0,470.0,0.55,8,215,38,medium,8.0,3.5
28.7,7.1,0,0,9,2,80.0,1.0,422.0,0.65,7,485,33,medium,10.5,0.4
48.2,1.2,0,1,1,1,14.3,0.021,594.0,0.5,3,440,16,low,9.2,0.1
41.3,2.9,1,0,0,0,14.8,0.021,502.0,0.6,3,270,18,low,7.8,2.2
21.9,3.6,0,0,2,1,45.0,0.709,422.0,0.65,10,485,17,low,10.3,0.2
28.7,2.7,0,0,5,0,75.9,0.208,802.0,0.6,10,270,15,low,5.7,0.1
27.7,10.2,0,0,4,0,28.9,1.0,775.0,0.5,10,245,20,low,5.4,0.3
28.9,22.8,1,0,9,0,100.0,0.589,515.0,0.65,8,190,37,medium,6.1,2.2
14.6,1.9,0,0,5,1,83.0,0.523,115.0,0.75,8,195,24,low,4.1,0.0
82.6,2.3,1,1,0,2,6.3,0.169,1041.0,0.3,1,200,22,low,5.8,1.6
41.6,0.7,1,1,1,1,15.2,0.01,574.0,0.55,12,380,22,low,10.9,3.0
42.0,3.7,1,0,2,2,14.0,0.044,488.0,0.55,11,140,17,low,4.1,1.2
47.5,35.3,2,1,12,2,100.0,0.235,574.0,0.55,9,380,56,medium,30.8,22.8
54.6,0.3,1,1,0,2,3.0,0.171,1117.0,0.35,11,145,20,low,4.1,1.1
37.1,15.5,1,0,9,2,91.8,1.0,422.0,0.65,6,485,38,medium,15.0,4.9
41.7,5.1,0,0,5,2,100.0,0.422,115.0,0.75,9,195,25,low,4.2,0.1
9.2,4.3,0,0,0,3,15.2,0.022,68.0,0.85,11,175,17,low,3.7,0.1
32.6,15.4,1,0,16,3,100.0,1.0,250.0,0.6,8,230,43,medium,7.1,2.3
18.7,13.9,0,0,10,1,100.0,0.337,102.0,0.7,8,270,29,low,6.0,0.4
39.8,0.9,1,1,0,1,6.1,0.163,550.0,0.5,1,110,23,low,3.2,0.9
25.3,5.8,0,0,3,0,89.3,0.572,797.0,0.4,7,74,17,low,1.6,0.0
42.7,2.2,0,0,1,1,18.8,1.0,750.0,0.5,10,340,18,low,7.2,0.1
22.2,24.0,1,0,3,3,100.0,1.0,215.0,0.75,8,280,37,medium,9.1,3.3
43.8,1.5,0,0,0,1,14.4,0.021,790.0,0.55,2,98,8,low,2.1,0.0
33.4,4.3,1,0,12,3,100.0,0.277,40.0,0.75,9,310,43,medium,9.1,2.6
62.1,1.4,2,2,7,2,61.7,1.0,870.0,0.45,9,310,52,medium,20.8,14.4
53.5,1.8,1,1,11,0,72.6,1.0,961.0,0.35,6,390,49,medium,11.2,3.1
31.8,47.3,1,0,4,2,100.0,1.0,488.0,0.55,8,140,44,medium,5.2,2.3
38.9,0.4,0,0,1,1,7.1,0.101,422.0,0.65,12,485,12,low,10.1,0.0
51.3,1.0,0,0,0,0,3.1,0.174,750.0,0.5,2,340,10,low,7.1,0.0
43.0,1.2,1,0,1,0,13.3,0.041,488.0,0.55,1,140,13,low,4.0,1.1
81.5,7.3,2,0,10,2,68.7,1.0,1197.0,0.3,9,180,59,medium,12.5,8.7
1.1,1.1,0,0,2,1,14.3,0.021,40.0,0.75,3,310,6,low,6.5,0.0
25.9,4.9,0,0,2,0,8.8,0.045,115.0,0.75,2,195,5,low,4.2,0.1
40.6,4.7,1,1,5,0,85.3,0.291,578.0,0.45,4,168,30,low,4.9,1.4
23.9,7.6,1,0,7,1,55.3,0.31,470.0,0.55,4,215,24,low,6.4,1.9
38.2,0.5,1,1,0,0,13.1,0.041,578.0,0.45,12,168,17,low,4.8,1.3
19.3,2.3,0,0,1,3,8.4,0.042,115.0,0.75,1,195,14,low,4.1,0.0
52.8,12.8,0,1,13,2,100.0,0.33,594.0,0.5,8,440,43,medium,9.8,0.6
20.9,0.3,1,0,1,3,10.1,0.081,250.0,0.6,3,230,25,low,6.6,1.8
2.9,0.0,1,0,5,2,100.0,0.25,68.0,0.85,9,175,26,low,5.0,1.4
64.5,5.4,1,1,4,1,20.0,1.0,1117.0,0.35,10,145,34,medium,4.3,1.2
28.2,2.0,1,0,0,1,10.4,0.084,250.0,0.6,3,230,18,low,6.6,1.8
43.1,0.1,0,0,1,2,12.0,0.03,802.0,0.6,12,270,11,low,5.6,0.0
11.6,77.3,0,0,5,2,100.0,0.733,35.0,0.85,7,550,44,medium,18.7,7.2
87.7,14.5,1,1,7,1,77.4,1.0,1041.0,0.3,9,200,50,medium,6.2,2.0
28.0,11.0,0,0,5,0,95.1,0.331,688.0,0.6,5,210,24,low,4.6,0.3
43.5,29.5,0,0,5,1,38.1,1.0,1438.0,0.4,5,85,34,medium,2.1,0.3
33.4,0.8,1,0,1,1,12.2,0.031,515.0,0.65,3,190,13,low,5.4,1.5
6.5,14.0,1,0,3,2,76.7,0.701,250.0,0.6,5,230,32,medium,7.1,2.3
89.1,1.0,1,1,1,2,6.1,0.164,1041.0,0.3,12,200,25,low,5.7,1.6
23.1,15.3,0,0,2,0,100.0,0.359,408.0,0.6,4,240,20,low,5.4,0.4
83.8,0.6,1,0,1,0,6.1,0.163,1197.0,0.3,11,180,18,low,5.2,1.4
22.2,0.6,1,0,1,1,12.1,0.03,515.0,0.65,12,190,16,low,5.4,1.5
29.1,2.9,1,1,10,2,100.0,0.402,802.0,0.6,9,270,45,medium,7.8,2.2
55.0,8.2,0,1,6,2,100.0,0.301,594.0,0.5,6,440,32,medium,9.6,0.4
17.4,0.7,0,0,1,2,8.1,0.041,115.0,0.75,11,195,8,low,4.1,0.0
80.2,3.9,1,0,8,2,64.7,1.0,1197.0,0.3,7,180,45,medium,5.2,1.5
34.1,0.6,0,0,7,2,100.0,0.254,790.0,0.55,7,98,33,medium,2.0,0.0
49.6,9.9,1,1,4,2,93.5,0.325,578.0,0.45,5,168,39,medium,5.1,1.6
45.2,26.2,1,0,3,1,100.0,0.323,762.0,0.55,5,265,37,medium,8.7,3.2
32.3,0.6,0,0,1,1,12.1,0.03,115.0,0.75,1,195,11,low,4.1,0.0
70.0,11.6,1,0,3,2,44.4,1.0,1197.0,0.3,4,180,34,medium,5.5,1.7
0.0,1.3,0,0,8,0,100.0,0.258,40.0,0.75,6,310,20,low,6.5,0.0
56.0,0.8,1,0,1,1,13.2,0.041,488.0,0.55,12,140,13,low,4.0,1.1
56.0,0.7,0,0,4,1,48.6,0.264,797.0,0.4,4,74,19,low,1.5,0.0
63.4,0.5,1,0,0,1,6.1,0.162,1197.0,0.3,12,180,17,low,5.2,1.4
61.0,21.4,0,0,4,2,100.0,0.767,797.0,0.4,7,74,37,medium,1.7,0.2
58.7,41.4,1,1,7,2,100.0,1.0,1041.0,0.3,9,200,55,medium,7.2,3.0
38.6,11.9,1,1,5,2,96.5,0.337,578.0,0.45,10,168,39,medium,5.1,1.6
37.4,2.0,0,0,2,3,18.7,1.0,750.0,0.5,4,340,26,low,7.2,0.1
60.5,7.2,1,0,4,1,27.4,1.0,1238.0,0.35,10,190,30,low,5.6,1.7
39.3,0.1,1,1,2,3,13.0,0.04,578.0,0.45,12,168,27,low,4.8,1.3
72.6,52.7,1,0,7,2,100.0,1.0,1197.0,0.3,8,180,60,medium,7.0,3.2
40.6,1.2,0,0,1,2,12.3,0.031,802.0,0.6,3,270,13,low,5.7,0.0
50.6,30.0,0,1,6,1,100.0,0.438,594.0,0.5,7,440,37,medium,10.8,1.6
24.5,5.2,0,0,1,0,14.4,0.045,20.0,0.8,3,320,11,low,6.8,0.2
9.6,5.7,0,0,1,0,14.5,0.046,20.0,0.8,1,320,8,low,6.9,0.2
32.8,0.3,0,0,1,0,12.1,0.03,115.0,0.75,1,195,14,low,4.1,0.0
78.7,8.5,1,1,7,0,42.1,1.0,1041.0,0.3,10,200,40,medium,6.0,1.8
55.9,84.1,2,2,7,2,100.0,1.0,870.0,0.45,8,310,71,high,35.7,29.2
34.4,1.4,0,0,2,0,14.4,0.021,102.0,0.7,12,270,7,low,5.7,0.0
58.9,14.2,1,0,1,1,16.7,0.054,488.0,0.55,3,140,24,low,4.3,1.4
18.4,1.0,1,0,0,1,10.2,0.082,250.0,0.6,3,230,6,low,6.6,1.8
41.2,3.9,1,0,1,0,8.6,0.044,470.0,0.55,2,215,11,low,6.3,1.8
40.4,0.4,0,0,1,0,13.1,0.04,408.0,0.6,11,240,9,low,5.0,0.0
61.2,11.7,1,0,3,0,29.6,1.0,1238.0,0.35,5,190,22,low,5.8,1.8
44.4,12.1,2,1,13,3,100.0,0.163,574.0,0.55,8,380,48,medium,27.0,19.1
9.9,1.0,0,0,2,1,14.3,0.021,68.0,0.85,2,175,1,low,3.7,0.0
44.3,4.3,0,0,4,3,19.5,1.0,750.0,0.5,4,340,28,low,7.2,0.2
51.5,0.5,0,0,0,1,13.1,0.041,688.0,0.6,1,210,15,low,4.4,0.0
88.6,65.4,1,1,6,3,100.0,1.0,1041.0,0.3,7,200,60,medium,8.5,4.3
55.3,5.7,0,0,5,1,53.5,0.297,797.0,0.4,5,74,25,low,1.6,0.0
55.5,0.9,1,0,3,3,6.1,0.164,1197.0,0.3,1,180,27,low,5.2,1.4
56.4,7.0,1,0,5,1,45.6,1.0,1238.0,0.35,9,190,38,medium,5.6,1.7
27.6,3.7,0,0,5,2,90.2,0.142,40.0,0.75,5,310,27,low,6.6,0.1
45.8,2.2,1,1,14,3,100.0,0.527,578.0,0.45,6,168,43,medium,4.9,1.4
30.2,13.0,1,0,7,2,100.0,0.497,762.0,0.55,9,265,39,medium,8.1,2.6
28.5,2.1,0,0,3,1,13.5,0.042,408.0,0.6,11,240,8,low,5.1,0.1
23.9,2.7,0,0,1,1,13.7,0.043,408.0,0.6,11,240,8,low,5.1,0.1
5.0,5.1,0,0,3,1,92.6,0.147,35.0,0.85,4,550,17,low,11.8,0.3
74.2,4.7,1,1,0,2,3.3,0.19,1117.0,0.35,11,145,25,low,4.2,1.2
35.6,2.6,0,0,0,1,14.7,0.021,102.0,0.7,12,270,7,low,5.7,0.1
47.4,18.6,1,0,8,0,100.0,0.366,790.0,0.55,8,98,35,medium,3.1,1.0
5.6,2.7,0,0,0,0,14.7,0.021,102.0,0.7,1,270,1,low,5.7,0.1
0.1,31.5,0,0,8,3,100.0,0.894,20.0,0.8,9,320,33,medium,7.9,1.2
21.8,15.9,0,0,5,2,100.0,0.698,20.0,0.8,7,320,24,low,7.2,0.6
50.2,3.1,1,1,6,2,31.9,1.0,1117.0,0.35,6,145,36,medium,4.2,1.2
11.3,5.3,0,0,0,2,15.5,0.023,68.0,0.85,11,175,10,low,3.7,0.1
36.1,0.8,0,0,0,1,14.2,0.02,102.0,0.7,12,270,7,low,5.6,0.0
35.3,0.9,1,0,6,0,100.0,0.255,102.0,0.7,6,270,28,low,7.7,2.1
53.8,0.9,2,2,7,0,36.6,1.0,870.0,0.45,10,310,40,medium,20.8,14.3
42.3,20.6,1,1,5,2,42.3,1.0,750.0,0.5,7,340,40,medium,10.8,3.7
29.0,8.2,0,0,1,1,8.1,0.12,422.0,0.65,3,485,11,low,10.5,0.4
21.9,0.2,1,0,1,0,12.0,0.03,515.0,0.65,12,190,12,low,5.4,1.5
55.9,1.2,1,0,1,0,6.1,0.165,1197.0,0.3,11,180,15,low,5.2,1.4
57.3,4.4,1,0,0,1,4.3,0.155,1238.0,0.35,1,190,17,low,5.5,1.6
32.9,0.4,0,0,0,0,12.1,0.03,115.0,0.75,2,195,7,low,4.1,0.0
38.9,10.7,1,0,11,0,97.1,0.634,470.0,0.55,9,215,38,medium,6.5,2.0
33.0,1.5,0,0,0,2,13.4,0.042,408.0,0.6,12,240,14,low,5.0,0.0
29.7,6.1,0,0,5,1,26.9,1.0,775.0,0.5,4,245,19,low,5.3,0.2
31.2,1.1,1,0,1,0,10.2,0.082,250.0,0.6,3,230,12,low,6.6,1.8
34.7,9.5,1,0,3,2,92.9,0.322,488.0,0.55,10,140,32,medium,4.2,1.3
56.7,1.8,1,1,1,0,13.5,0.042,578.0,0.45,2,168,19,low,4.8,1.3
41.9,9.5,1,1,4,2,100.0,0.31,502.0,0.6,9,270,32,medium,8.1,2.5
65.6,3.5,1,0,0,0,6.4,0.174,1197.0,0.3,11,180,19,low,5.2,1.5
0.0,25.6,0,0,3,2,100.0,0.213,35.0,0.85,4,550,26,low,13.1,1.7
13.6,25.0,0,0,13,2,100.0,1.0,215.0,0.75,6,280,40,medium,6.7,0.8
43.2,0.1,0,0,0,0,13.0,0.04,688.0,0.6,2,210,4,low,4.4,0.0
1.1,21.2,0,0,2,0,100.0,0.199,102.0,0.7,4,270,14,low,6.3,0.7
26.2,23.3,1,1,7,1,44.0,1.0,750.0,0.5,6,340,41,medium,11.0,3.9
24.1,6.6,0,0,5,1,81.5,0.227,115.0,0.75,10,195,17,low,4.2,0.1
66.6,13.1,1,1,8,1,75.8,1.0,1041.0,0.3,7,200,41,medium,6.1,1.9
48.5,1.2,1,0,0,2,13.3,0.041,488.0,0.55,12,140,17,low,4.0,1.1
72.2,28.6,1,1,2,2,28.3,1.0,1117.0,0.35,5,145,41,medium,4.8,1.8
41.1,3.3,1,0,0,2,12.8,0.032,515.0,0.65,11,190,16,low,5.5,1.6
38.3,7.8,1,0,4,2,80.9,1.0,422.0,0.65,8,485,38,medium,14.4,4.3
42.8,2.0,0,0,10,2,100.0,1.0,215.0,0.75,9,280,38,medium,5.9,0.1
25.2,7.5,0,0,5,2,96.7,0.155,202.0,0.7,5,330,29,low,7.1,0.3
48.3,14.5,1,0,10,2,100.0,0.511,515.0,0.65,9,190,45,medium,5.9,1.9
9.0,1.3,0,0,0,0,14.4,0.021,102.0,0.7,12,270,2,low,5.7,0.0
25.0,4.6,0,0,11,3,100.0,0.279,790.0,0.55,9,98,34,medium,2.1,0.0
44.2,3.1,1,0,6,0,50.9,0.28,470.0,0.55,10,215,28,low,6.2,1.8
21.3,6.6,0,0,5,3,100.0,0.291,40.0,0.75,9,310,24,low,6.7,0.2
39.1,0.4,0,0,0,2,7.1,0.101,422.0,0.65,11,485,11,low,10.1,0.0
53.3,1.1,1,1,3,2,40.8,1.0,1238.0,0.35,7,190,36,medium,5.5,1.5
66.6,2.6,1,0,0,1,6.3,0.17,1197.0,0.3,3,180,24,low,5.2,1.5
38.7,1.3,1,0,0,0,10.3,0.083,250.0,0.6,2,230,13,low,6.6,1.8
47.9,1.5,1,0,0,1,10.3,0.083,250.0,0.6,1,230,20,low,6.6,1.8
59.1,4.0,2,0,5,0,100.0,0.413,762.0,0.55,9,265,34,medium,18.0,12.5
25.4,5.7,0,0,0,2,13.4,0.034,115.0,0.75,12,195,11,low,4.2,0.1
44.2,14.5,0,0,1,0,5.2,0.191,775.0,0.5,1,245,11,low,5.5,0.4
21.3,9.8,0,0,2,0,71.8,0.648,215.0,0.75,4,280,20,low,6.1,0.3
51.0,2.9,1,0,2,0,25.4,0.976,1238.0,0.35,4,190,21,low,5.5,1.6
43.4,12.6,1,0,7,1,100.0,0.658,408.0,0.6,9,240,32,medium,7.3,2.3
18.1,14.0,0,0,6,0,89.5,1.0,422.0,0.65,8,485,28,low,10.9,0.8
60.2,1.6,1,1,0,2,6.2,0.166,1041.0,0.3,2,200,23,low,5.8,1.6
46.3,12.0,1,1,0,2,18.6,0.013,574.0,0.55,11,380,25,low,11.6,3.6
23.6,0.8,0,0,4,1,79.3,0.265,20.0,0.8,10,320,19,low,6.7,0.0
24.3,7.9,1,0,7,1,100.0,0.449,802.0,0.6,7,270,34,medium,8.0,2.4
9.2,4.9,0,0,10,3,100.0,0.281,102.0,0.7,9,270,33,medium,5.8,0.1
36.9,12.6,1,0,10,3,100.0,0.657,488.0,0.55,9,140,43,medium,4.3,1.4
56.0,7.2,1,1,1,3,45.8,1.0,775.0,0.5,8,245,32,medium,7.3,2.2
10.7,3.4,0,0,12,1,100.0,0.271,68.0,0.85,9,175,27,low,3.7,0.1
52.5,0.0,1,0,1,1,13.0,0.04,488.0,0.55,2,140,19,low,4.0,1.1
55.8,3.2,1,1,3,0,38.3,1.0,550.0,0.5,4,110,28,low,3.2,0.9
29.0,93.2,1,1,3,3,100.0,1.0,762.0,0.55,6,265,51,medium,14.2,8.7
37.0,7.6,1,0,11,2,100.0,0.595,488.0,0.55,7,140,40,medium,4.2,1.2
30.4,2.4,0,0,2,1,7.3,0.106,422.0,0.65,11,485,9,low,10.2,0.1
35.9,9.9,0,0,1,0,93.5,0.325,408.0,0.6,10,240,15,low,5.3,0.3
20.3,3.5,0,0,2,0,8.6,0.043,115.0,0.75,1,195,6,low,4.1,0.1
46.1,10.8,1,0,4,1,87.6,0.248,515.0,0.65,10,190,29,low,5.7,1.8
46.6,4.1,1,0,0,1,13.0,0.033,515.0,0.65,11,190,19,low,5.5,1.6
16.0,0.1,0,0,0,0,12.0,0.03,115.0,0.75,1,195,4,low,4.1,0.0
49.2,55.3,0,0,10,2,100.0,0.893,802.0,0.6,9,270,54,medium,7.8,2.1
27.6,0.3,0,0,0,2,14.1,0.02,790.0,0.55,12,98,11,low,2.0,0.0
46.9,4.2,1,0,0,0,6.5,0.177,1197.0,0.3,2,180,18,low,5.3,1.5
31.0,6.8,1,1,10,3,79.5,1.0,422.0,0.65,8,485,42,medium,14.3,4.2
17.8,13.3,0,0,8,2,91.2,0.26,115.0,0.75,10,195,29,low,4.4,0.3
29.7,0.5,0,0,3,1,72.8,0.198,802.0,0.6,10,270,19,low,5.6,0.0
12.7,1.5,0,0,1,2,13.4,0.042,20.0,0.8,3,320,8,low,6.7,0.1
45.5,38.0,0,1,7,0,70.4,1.0,1438.0,0.4,8,85,37,medium,2.2,0.4
51.2,25.6,0,1,11,0,100.0,0.82,797.0,0.4,7,74,37,medium,1.8,0.2
21.7,33.1,2,1,7,3,100.0,0.228,574.0,0.55,9,380,56,medium,30.4,22.4
9.4,1.4,0,0,0,1,14.4,0.021,35.0,0.85,3,550,7,low,11.5,0.1
