distance_km,road_condition,bridge_condition,avg_slope_risk,avg_elevation_m,rainfall_24h_mm,temp_celsius,congestion_level,flood_risk_level,landslide_probability,commodity_type,weight_kg,priority,month,delay_minutes,safety_score,route_rank
374.1,1,1,43.7,574.0,0.8,18.7,2,15.0,0.01,agri,5584.0,2,12,939.9,78,2
177.8,1,0,63.8,1197.0,1.5,18.0,0,6.0,0.16,fuel,12186.0,3,1,116.4,78,2
141.8,1,1,58.1,1117.0,0.8,26.6,0,3.0,0.17,medicine,5668.0,5,3,159.0,83,2
563.6,0,0,9.2,35.0,8.6,31.9,0,100.0,0.25,food,14773.0,4,9,129.2,78,1
207.6,0,0,42.2,688.0,1.5,29.3,1,78.0,0.26,fuel,6963.0,3,4,97.5,65,1
392.8,1,1,51.7,574.0,3.6,25.6,2,90.0,0.065,agri,6225.0,2,5,1055.3,63,2
111.6,1,1,52.3,550.0,4.1,33.9,0,60.0,1.0,medicine,3475.0,5,7,231.5,51,2
189.8,1,0,59.9,1238.0,46.3,27.0,1,40.0,1.0,construction,2236.0,1,7,890.2,46,2
216.4,0,0,49.1,688.0,0.2,33.3,2,13.0,0.04,food,2400.0,4,12,186.9,84,1
313.1,2,2,55.8,870.0,0.1,26.5,0,6.0,0.16,medicine,6770.0,5,11,1322.9,75,2
313.8,0,0,16.5,40.0,0.2,26.6,1,14.0,0.02,construction,8572.0,1,2,101.9,87,1
75.8,0,0,44.3,797.0,6.5,31.0,1,80.0,0.5,fuel,766.0,3,7,54.3,55,1
492.5,0,0,32.1,422.0,1.2,23.3,0,7.0,0.1,general,5672.0,1,1,26.5,92,1
176.6,0,0,15.5,68.0,1.3,18.7,0,14.0,0.02,food,3420.0,4,12,4.3,93,1
345.1,0,0,28.4,202.0,15.1,22.4,1,100.0,0.25,construction,10945.0,1,8,254.9,63,1
88.6,0,0,62.0,1438.0,2.8,21.3,2,24.0,0.91,medicine,1455.0,5,10,150.3,62,1
387.3,1,1,42.0,574.0,1.4,33.4,2,15.0,0.01,food,6445.0,4,1,982.0,76,2
239.6,0,0,36.0,408.0,0.1,22.7,0,13.0,0.04,fuel,7183.0,3,12,3.8,90,1
493.3,0,0,34.1,422.0,1.5,26.3,1,42.0,0.65,medicine,10201.0,5,5,355.3,71,1
259.9,0,0,14.8,102.0,4.2,20.3,3,14.0,0.02,agri,10939.0,2,11,528.0,88,1
317.9,0,0,21.7,40.0,0.9,25.5,0,14.0,0.02,agri,14454.0,2,3,6.0,95,1
101.8,0,0,19.3,790.0,2.3,32.0,0,84.0,0.13,fuel,8924.0,3,4,8.2,81,1
199.5,0,0,25.4,115.0,0.4,28.7,0,12.0,0.03,construction,12966.0,1,12,3.2,96,1
268.9,0,0,23.6,102.0,3.1,22.1,0,84.0,0.13,food,11371.0,4,5,24.7,76,1
201.5,0,0,35.5,688.0,3.4,34.9,1,78.0,0.26,construction,3888.0,1,10,101.7,72,1
84.2,0,0,48.8,1438.0,33.3,31.1,1,40.0,1.0,general,9274.0,1,7,176.7,57,2
191.1,1,0,42.3,515.0,0.5,26.6,1,12.0,0.03,general,2401.0,1,12,193.6,81,2
338.8,0,0,21.2,202.0,29.1,34.1,1,100.0,0.25,general,2133.0,1,9,383.7,61,1
255.6,0,0,27.9,775.0,0.4,22.3,2,4.0,0.14,medicine,7117.0,5,1,238.4,83,1
140.2,1,1,61.7,1117.0,2.4,26.7,1,18.0,1.0,medicine,10863.0,5,4,397.2,55,2
88.7,0,0,54.8,1438.0,12.8,34.1,0,24.0,0.91,fuel,13479.0,3,10,64.1,64,1
225.1,1,0,37.0,470.0,27.6,19.9,0,80.0,0.5,medicine,6915.0,5,6,372.0,58,2
105.0,1,1,56.8,550.0,17.3,23.8,2,60.0,1.0,construction,10098.0,1,8,543.3,43,2
139.1,1,0,41.9,488.0,33.1,33.4,0,100.0,0.5,fuel,1182.0,3,6,263.1,47,2
75.2,0,0,49.3,797.0,31.8,20.8,3,80.0,0.5,food,4347.0,4,7,311.4,52,2
77.0,0,0,45.3,797.0,0.7,27.4,0,8.0,0.04,fuel,3261.0,3,2,1.9,95,1
183.1,1,0,65.9,1197.0,0.0,31.7,0,36.0,1.0,general,5150.0,1,4,238.2,50,2
282.5,0,0,23.6,102.0,2.2,18.4,0,14.0,0.02,agri,1871.0,2,2,10.2,92,1
200.0,0,0,13.8,115.0,15.8,27.7,1,100.0,0.375,general,8401.0,1,7,168.4,65,1
190.8,0,0,18.1,115.0,2.0,32.3,0,12.0,0.03,construction,7645.0,1,12,7.1,94,1
193.2,1,1,58.7,1041.0,84.2,20.7,1,60.0,1.0,medicine,2371.0,5,6,2077.1,30,3
327.7,0,0,23.4,202.0,0.5,33.1,2,14.0,0.02,agri,953.0,2,1,280.4,90,1
355.9,0,0,38.1,750.0,12.5,23.2,3,30.0,1.0,agri,1070.0,2,6,1370.9,57,1
558.5,0,0,11.0,35.0,2.1,34.1,1,14.0,0.02,medicine,10692.0,5,3,198.7,87,1
258.3,0,0,31.1,802.0,3.7,21.6,1,100.0,0.375,construction,3621.0,1,7,149.2,66,1
238.3,1,0,26.3,250.0,65.6,26.8,0,100.0,1.0,medicine,4393.0,5,7,1467.4,32,3
99.5,0,0,41.5,790.0,1.6,34.0,1,14.0,0.02,agri,7932.0,2,2,34.7,85,1
322.3,0,0,27.5,202.0,2.6,26.0,0,84.0,0.13,fuel,1112.0,3,10,27.6,76,1
199.9,1,1,71.9,1041.0,19.7,20.9,1,60.0,1.0,medicine,8339.0,5,7,742.0,46,2
186.3,1,0,81.0,1197.0,16.4,24.3,0,60.0,1.0,construction,13563.0,1,7,335.3,45,2
335.7,0,0,21.3,202.0,0.7,19.7,0,14.0,0.02,fuel,8146.0,3,12,5.6,94,1
208.0,0,0,32.8,688.0,4.7,19.5,3,78.0,0.26,fuel,8637.0,3,10,479.6,64,1
270.0,1,0,51.8,762.0,0.5,19.6,0,12.0,0.03,construction,12249.0,1,11,151.6,81,2
266.0,1,0,37.0,762.0,1.1,19.0,0,12.0,0.03,agri,10514.0,2,3,152.2,88,2
312.2,2,2,60.8,870.0,7.3,24.2,3,36.0,1.0,construction,3048.0,1,5,3356.6,40,2
196.9,0,0,23.6,115.0,1.1,25.6,1,12.0,0.03,food,8379.0,4,2,67.9,89,1
142.2,1,1,55.5,1117.0,2.1,19.5,1,18.0,1.0,construction,6160.0,1,5,401.3,61,2
307.4,2,2,56.0,870.0,13.9,24.3,1,60.0,1.0,medicine,10154.0,5,8,2937.5,41,2
185.9,1,0,59.2,1238.0,7.6,21.3,0,24.0,0.91,food,4554.0,4,5,261.8,61,2
269.6,0,0,29.3,215.0,5.6,19.3,0,60.0,0.52,fuel,10765.0,3,10,86.1,69,1
169.0,1,1,47.0,578.0,5.7,29.1,1,100.0,0.5,medicine,4384.0,5,8,377.1,50,2
192.0,1,0,32.6,515.0,19.5,35.0,0,72.0,0.195,medicine,4228.0,5,5,212.5,71,2
214.6,1,0,30.5,470.0,6.4,33.5,0,80.0,0.5,fuel,12631.0,3,6,213.6,58,2
75.1,0,0,47.7,797.0,13.4,23.7,0,80.0,0.5,construction,7709.0,1,6,33.7,66,1
86.4,0,0,47.6,1438.0,0.3,32.8,0,40.0,1.0,general,6872.0,1,7,46.7,62,1
189.9,1,0,42.5,515.0,4.9,29.5,1,72.0,0.195,agri,12208.0,2,5,236.2,66,2
161.4,1,1,51.9,578.0,9.8,23.7,0,100.0,0.5,agri,1552.0,2,8,268.2,55,2
279.5,0,0,41.3,802.0,4.1,29.4,0,100.0,0.375,agri,2382.0,2,7,61.0,65,1
181.0,1,0,72.5,1197.0,2.9,25.1,3,6.0,0.16,general,12635.0,1,12,648.2,66,2
293.9,0,0,33.4,215.0,0.1,19.9,0,60.0,0.52,food,3969.0,4,10,68.4,73,1
205.7,1,1,84.5,1041.0,1.5,24.3,2,60.0,1.0,agri,5645.0,2,7,852.4,45,2
217.4,1,0,30.9,470.0,12.4,27.3,0,80.0,0.5,medicine,2229.0,5,6,249.6,63,2
163.4,1,1,51.4,578.0,3.7,32.3,0,78.0,0.26,fuel,6367.0,3,10,206.3,67,2
267.1,0,0,35.7,802.0,0.3,19.0,0,12.0,0.03,fuel,1177.0,3,11,4.0,91,1
100.7,0,0,34.8,790.0,0.2,32.1,1,14.0,0.02,construction,10099.0,1,12,32.8,89,1
239.2,0,0,34.2,408.0,19.3,25.6,1,100.0,0.5,agri,12254.0,2,8,245.7,53,1
276.4,0,0,18.5,102.0,19.6,19.9,2,100.0,0.25,general,13838.0,1,7,428.9,67,1
267.5,0,0,30.9,215.0,7.9,18.6,0,10.0,0.08,general,11322.0,1,3,37.6,83,1
294.8,2,2,59.8,870.0,1.8,27.9,2,36.0,1.0,agri,10241.0,2,4,3168.7,48,2
192.9,0,0,30.0,115.0,0.0,20.0,1,12.0,0.03,construction,11095.0,1,12,63.0,91,1
74.2,0,0,50.0,797.0,0.1,21.3,2,8.0,0.04,construction,2205.0,1,2,63.9,87,1
508.8,0,0,26.0,422.0,0.8,18.2,1,42.0,0.65,construction,13609.0,1,10,360.0,73,1
225.9,1,0,25.0,250.0,1.0,21.2,0,10.0,0.08,construction,5041.0,1,12,135.2,90,2
300.0,0,0,13.4,40.0,36.8,24.8,0,100.0,0.25,general,11294.0,1,6,266.3,59,2
345.6,0,0,20.1,202.0,1.2,32.6,1,14.0,0.02,food,7945.0,4,2,118.1,91,1
248.7,0,0,37.7,775.0,9.7,25.5,1,4.0,0.14,general,9247.0,1,3,138.3,87,1
304.6,0,0,14.4,40.0,17.8,29.3,1,84.0,0.13,general,1317.0,1,10,221.4,70,1
204.8,1,0,29.3,470.0,8.4,23.7,0,80.0,0.5,construction,10493.0,1,6,213.8,60,2
550.8,0,0,6.4,35.0,0.3,23.4,0,14.0,0.02,medicine,1562.0,5,1,6.4,96,1
330.0,0,0,17.8,20.0,12.3,30.8,1,78.0,0.26,fuel,9813.0,3,4,225.1,74,1
362.5,1,1,30.3,574.0,12.2,31.2,0,100.0,0.125,fuel,9821.0,3,9,504.7,64,2
142.7,1,0,43.2,488.0,39.6,23.8,2,100.0,0.5,agri,8153.0,2,8,649.4,47,2
215.4,1,0,49.1,470.0,12.1,30.7,1,80.0,0.5,general,1858.0,1,8,374.5,57,2
236.2,1,0,36.8,250.0,6.3,23.3,0,10.0,0.08,agri,13276.0,2,3,166.1,82,2
95.6,0,0,29.3,790.0,14.2,33.9,1,100.0,0.25,medicine,5488.0,5,8,68.8,69,1
176.0,1,0,60.8,1197.0,142.7,30.8,0,60.0,1.0,medicine,950.0,5,7,1276.5,37,3
442.4,0,1,37.0,594.0,1.0,27.1,1,14.0,0.02,food,1549.0,4,12,325.3,86,1
256.1,0,0,37.8,775.0,3.1,33.7,1,24.0,0.91,agri,13997.0,2,5,248.0,67,1
370.7,1,1,66.0,961.0,8.3,33.4,1,42.0,0.65,fuel,8148.0,3,4,937.4,58,2
467.6,0,0,32.2,422.0,0.0,31.8,3,70.0,1.0,construction,3525.0,1,6,1503.2,51,1
559.1,0,0,12.5,35.0,1.3,28.3,0,100.0,0.25,general,7219.0,1,8,66.6,70,1
343.4,0,0,46.2,750.0,3.1,30.6,0,30.0,1.0,medicine,10478.0,5,6,203.8,62,1
298.5,2,2,53.3,870.0,1.1,22.2,2,6.0,0.16,general,13431.0,1,1,2379.0,74,2
426.6,0,1,51.2,594.0,1.4,19.5,1,14.0,0.02,agri,9558.0,2,1,316.7,83,1
538.0,0,0,10.2,35.0,0.7,19.8,2,14.0,0.02,food,4110.0,4,11,462.9,95,1
206.3,0,0,44.4,688.0,5.4,18.4,2,100.0,0.5,food,8014.0,4,9,276.5,55,1
263.8,1,0,31.8,762.0,0.5,32.9,3,100.0,0.375,fuel,854.0,3,6,1003.5,54,2
146.2,1,1,69.5,1117.0,13.3,21.7,2,30.0,1.0,food,510.0,4,8,713.5,47,2
224.4,1,0,33.9,470.0,0.2,22.0,0,8.0,0.04,food,10932.0,4,11,126.0,86,2
279.6,0,0,34.2,802.0,0.4,18.4,0,12.0,0.03,general,7981.0,1,11,4.6,89,1
141.4,1,1,50.3,1117.0,53.6,33.4,0,30.0,1.0,medicine,6472.0,5,7,795.7,50,2
171.8,1,1,45.7,578.0,11.6,32.6,1,100.0,0.5,fuel,1878.0,3,8,423.5,53,2
140.7,1,1,71.2,1117.0,10.1,21.5,1,30.0,1.0,medicine,6055.0,5,7,448.1,50,2
248.9,0,0,33.7,408.0,7.4,25.5,2,78.0,0.26,agri,9411.0,2,4,296.1,65,1
279.0,0,0,23.4,102.0,2.9,20.0,0,84.0,0.13,medicine,7687.0,5,10,25.2,78,1
267.9,0,0,33.5,802.0,7.9,21.9,0,100.0,0.375,agri,3373.0,2,6,74.8,64,1
159.8,1,1,40.2,578.0,19.1,23.4,0,100.0,0.5,medicine,12669.0,5,8,318.9,49,2
305.0,0,0,24.5,20.0,5.0,33.2,1,13.0,0.04,construction,6112.0,1,11,126.3,94,1
385.6,1,1,52.3,574.0,0.1,18.9,2,15.0,0.01,agri,2018.0,2,11,957.9,73,2
76.4,0,0,43.0,797.0,0.9,24.7,0,48.0,0.26,construction,7802.0,1,10,9.0,73,1
453.3,0,1,45.8,594.0,9.2,26.3,1,100.0,0.25,agri,4237.0,2,6,487.8,65,1
405.0,1,1,66.6,961.0,3.1,21.8,0,42.0,0.65,food,14885.0,4,10,652.7,60,2
298.5,2,2,62.7,870.0,9.5,24.7,1,36.0,1.0,fuel,8294.0,3,10,2696.2,47,2
315.1,0,0,22.2,202.0,0.0,22.2,0,14.0,0.02,food,6459.0,4,11,2.4,94,1
203.0,1,1,73.3,1041.0,3.7,21.0,2,6.0,0.16,food,11702.0,4,2,570.2,72,2
299.7,2,2,49.0,870.0,5.2,31.1,0,6.0,0.16,food,2267.0,4,2,1354.6,79,2
190.2,1,0,48.9,1238.0,0.8,24.1,1,4.0,0.14,food,13568.0,4,12,208.9,79,2
222.3,1,0,39.6,250.0,11.0,20.4,3,100.0,1.0,construction,4544.0,1,7,1315.7,40,2
198.6,1,0,50.2,515.0,0.3,28.3,2,72.0,0.195,construction,2680.0,1,10,381.1,64,2
138.3,1,1,59.5,1117.0,8.0,23.4,1,3.0,0.17,construction,949.0,1,3,269.2,74,2
263.9,0,0,29.8,802.0,0.3,25.1,3,100.0,0.375,food,7986.0,4,9,602.6,61,1
270.3,0,0,32.1,215.0,32.8,30.9,0,60.0,0.52,food,3560.0,4,5,258.0,67,2
275.1,0,0,38.3,802.0,3.7,25.5,1,100.0,0.375,construction,11987.0,1,6,159.1,65,1
279.1,1,0,33.9,502.0,16.8,21.9,0,100.0,0.25,medicine,4461.0,5,6,299.1,57,2
271.9,0,0,29.0,215.0,2.8,33.4,1,10.0,0.08,food,1888.0,4,3,107.9,87,1
77.1,0,0,43.4,797.0,8.1,24.2,1,80.0,0.5,fuel,1076.0,3,9,57.8,65,1
289.5,0,0,31.0,215.0,13.7,28.8,2,100.0,1.0,general,7362.0,1,7,636.2,43,1
283.3,0,0,33.7,215.0,14.0,33.2,2,100.0,1.0,general,6452.0,1,7,626.5,46,1
330.8,0,0,41.7,750.0,8.7,32.0,2,30.0,1.0,food,5625.0,4,8,665.0,55,1
334.7,0,0,25.4,202.0,1.2,19.9,0,84.0,0.13,medicine,12899.0,5,10,22.3,76,1
137.9,1,0,39.3,488.0,44.5,34.7,0,78.0,0.26,medicine,10759.0,5,5,308.9,62,2
104.8,1,1,44.3,550.0,20.4,20.4,3,36.0,1.0,fuel,10551.0,3,4,919.2,47,2
185.4,1,0,66.9,1197.0,2.5,23.7,1,6.0,0.16,construction,9661.0,1,3,214.3,72,2
273.2,0,0,17.1,215.0,41.0,20.9,1,100.0,1.0,fuel,8775.0,3,9,691.6,43,2
437.2,0,1,48.0,594.0,2.3,30.5,0,84.0,0.13,medicine,9338.0,5,10,181.2,74,1
110.9,1,1,40.9,550.0,6.9,26.3,0,60.0,1.0,agri,2030.0,2,9,241.4,53,2
315.7,0,0,25.5,40.0,0.8,34.2,3,14.0,0.02,construction,8218.0,1,12,605.6,81,1
249.7,0,0,44.3,408.0,1.9,21.2,2,100.0,0.5,medicine,14830.0,5,7,311.8,53,1
207.7,0,0,32.7,688.0,0.6,31.6,1,78.0,0.26,medicine,11263.0,5,5,94.5,72,1
349.2,0,0,33.0,750.0,7.4,23.2,2,18.0,1.0,agri,4012.0,2,5,685.4,62,1
319.2,0,0,21.6,202.0,12.0,22.9,1,100.0,0.25,medicine,4608.0,5,8,213.4,67,1
199.5,0,0,37.2,688.0,1.2,33.9,2,78.0,0.26,general,9324.0,1,4,206.9,69,1
256.5,0,0,35.7,775.0,0.4,29.6,3,4.0,0.14,fuel,8315.0,3,12,519.6,81,1
141.9,1,1,53.6,1117.0,0.5,30.0,3,3.0,0.17,fuel,822.0,3,3,661.2,79,2
186.3,1,0,41.1,515.0,17.3,23.5,2,72.0,0.195,food,1996.0,4,4,478.9,56,2
282.0,1,0,34.4,502.0,6.8,21.1,1,84.0,0.13,agri,11858.0,2,10,350.6,70,2
115.1,1,1,33.4,550.0,0.8,25.2,0,36.0,1.0,fuel,1258.0,3,10,226.1,61,2
269.9,1,0,45.0,762.0,8.6,21.3,1,100.0,0.375,general,4828.0,1,6,405.1,57,2
182.5,1,0,65.3,1197.0,4.8,22.0,3,36.0,1.0,fuel,8042.0,3,5,993.9,47,2
108.5,1,1,39.5,550.0,31.0,24.7,0,60.0,1.0,general,5092.0,1,9,365.8,47,2
559.8,0,0,13.3,35.0,1.2,27.8,0,14.0,0.02,construction,10129.0,1,3,13.0,94,1
263.4,1,0,34.3,502.0,1.4,19.0,0,84.0,0.13,general,11531.0,1,5,167.0,68,2
180.8,1,0,54.3,515.0,0.6,24.5,0,12.0,0.03,food,4779.0,4,12,101.6,84,2
214.9,0,0,42.5,688.0,9.0,21.3,0,13.0,0.04,general,2324.0,1,3,30.2,81,1
201.8,1,1,77.0,1041.0,7.4,21.5,1,36.0,1.0,general,1905.0,1,4,616.8,50,2
216.0,1,0,32.4,470.0,17.1,31.5,2,80.0,0.5,food,10321.0,4,8,642.2,55,2
104.8,1,1,39.5,550.0,1.1,23.7,1,6.0,0.16,construction,13741.0,1,11,179.4,83,2
76.2,0,0,52.8,797.0,35.8,34.6,0,80.0,0.5,medicine,14725.0,5,8,79.4,56,2
333.8,0,0,28.8,202.0,28.4,19.5,0,100.0,0.25,fuel,12345.0,3,7,212.7,61,1
104.7,1,1,52.8,550.0,1.1,24.2,0,6.0,0.16,agri,2065.0,2,12,117.2,84,2
373.2,1,1,62.8,961.0,11.7,26.9,1,70.0,1.0,agri,6272.0,2,8,1218.9,50,2
166.7,0,0,11.7,68.0,0.3,34.6,1,14.0,0.02,medicine,12786.0,5,12,54.4,94,1
387.7,1,1,65.0,961.0,0.0,19.3,1,7.0,0.1,general,1528.0,1,11,630.8,79,2
237.4,0,0,44.2,775.0,3.9,32.3,0,4.0,0.14,fuel,12514.0,3,2,25.6,92,1
221.2,1,0,34.9,470.0,1.9,30.0,0,48.0,0.26,construction,6568.0,1,4,160.3,72,2
240.2,0,0,34.4,408.0,12.5,22.6,0,100.0,0.5,agri,4831.0,2,8,103.6,60,1
207.3,1,1,64.5,1041.0,19.2,32.6,1,36.0,1.0,agri,3488.0,2,5,764.0,50,2
188.9,1,0,39.5,515.0,0.3,32.0,2,72.0,0.195,construction,9482.0,1,10,362.6,68,2
87.6,0,0,61.0,1438.0,1.0,31.4,1,4.0,0.14,medicine,7208.0,5,11,34.8,84,1
318.8,0,0,14.3,40.0,3.7,27.4,3,14.0,0.02,general,11418.0,1,2,642.6,82,1
402.1,1,1,67.7,961.0,0.0,26.0,0,7.0,0.1,medicine,12860.0,5,1,423.1,82,2
266.3,1,0,43.8,762.0,3.3,23.4,0,100.0,0.375,construction,2799.0,1,8,221.1,54,2
180.5,0,0,18.7,68.0,2.6,22.0,2,100.0,0.25,food,6986.0,4,7,191.6,57,1
195.5,1,0,38.9,515.0,1.3,19.9,0,12.0,0.03,agri,11281.0,2,11,112.6,82,2
267.1,1,0,44.5,762.0,4.7,20.9,1,72.0,0.195,medicine,7966.0,5,5,330.5,61,2
183.7,1,0,59.7,1238.0,13.4,32.5,3,24.0,0.91,medicine,5332.0,5,5,1073.2,46,2
191.8,1,0,64.6,1238.0,0.2,28.3,2,4.0,0.14,general,9051.0,1,11,357.1,78,2
263.7,1,0,46.3,762.0,2.7,34.3,1,12.0,0.03,construction,8307.0,1,1,280.5,81,2
308.6,2,2,57.8,870.0,0.2,18.1,0,6.0,0.16,general,7003.0,1,12,1306.5,71,2
146.7,1,0,43.4,488.0,9.5,25.7,2,100.0,0.5,general,2673.0,1,7,384.2,55,2
332.4,0,0,22.5,202.0,0.2,21.9,3,14.0,0.02,medicine,4975.0,5,12,631.7,84,1
168.5,0,0,11.5,68.0,1.6,28.0,1,84.0,0.13,construction,6502.0,1,4,67.8,75,1
263.8,0,0,12.3,102.0,0.8,29.1,1,14.0,0.02,fuel,8694.0,3,3,88.4,91,1
145.0,1,0,37.8,488.0,1.6,31.4,1,100.0,0.5,general,6902.0,1,9,205.9,57,2
355.1,0,0,43.3,750.0,0.2,28.9,0,3.0,0.17,medicine,14452.0,5,1,24.9,89,1
88.4,0,0,61.8,1438.0,0.8,31.7,0,4.0,0.14,construction,721.0,1,2,5.8,78,1
184.7,1,0,40.5,515.0,5.0,25.5,2,100.0,0.375,medicine,1735.0,5,8,420.8,54,2
142.1,1,0,46.2,488.0,23.3,34.3,0,100.0,0.5,medicine,7951.0,5,7,211.7,54,2
535.2,0,0,9.5,35.0,0.4,31.8,3,14.0,0.02,agri,3195.0,2,2,1021.0,84,1
199.1,1,0,57.4,1238.0,63.6,27.4,1,24.0,0.91,food,4985.0,4,5,1432.0,41,3
72.4,0,0,51.4,797.0,11.5,20.6,0,8.0,0.04,general,3190.0,1,3,13.0,87,1
198.0,0,0,14.4,115.0,2.5,29.7,3,12.0,0.03,fuel,13888.0,3,2,393.1,84,1
174.3,0,0,7.7,68.0,8.1,25.7,1,84.0,0.13,general,8293.0,1,10,90.4,74,1
252.3,1,0,47.9,762.0,8.8,31.3,3,100.0,0.375,agri,761.0,2,8,1076.2,54,2
241.4,0,0,29.8,408.0,2.7,27.2,2,13.0,0.04,general,7326.0,1,11,221.5,85,1
202.4,0,0,22.8,115.0,15.0,29.5,0,100.0,0.375,fuel,7948.0,3,7,82.3,68,1
350.3,0,0,42.3,750.0,3.6,24.6,1,18.0,1.0,medicine,6381.0,5,4,372.9,64,1
559.9,0,0,13.1,35.0,0.3,28.1,0,14.0,0.02,medicine,13513.0,5,3,6.0,96,1
75.2,0,0,51.6,797.0,30.1,26.2,2,80.0,0.5,construction,6998.0,1,6,169.5,53,2
195.5,1,1,65.0,1041.0,2.5,24.6,2,6.0,0.16,food,1513.0,4,3,539.1,72,2
112.0,1,1,44.5,550.0,0.4,23.9,2,6.0,0.16,medicine,13333.0,5,11,299.2,78,2
204.2,0,0,40.7,688.0,8.2,26.0,1,100.0,0.5,fuel,10226.0,3,9,153.7,60,1
186.3,1,0,68.7,1197.0,0.0,24.8,1,6.0,0.16,medicine,8180.0,5,12,203.9,78,2
305.3,2,2,65.8,870.0,7.4,29.1,2,36.0,1.0,fuel,2743.0,3,4,3281.8,43,2
228.9,1,0,36.1,250.0,4.8,29.7,2,60.0,0.52,general,6563.0,1,4,561.9,56,2
223.8,1,0,43.5,470.0,44.7,19.8,0,48.0,0.26,general,9265.0,1,5,503.7,62,2
264.0,1,0,44.1,502.0,14.3,22.8,0,84.0,0.13,construction,1005.0,1,4,242.2,68,2
73.3,0,0,46.5,797.0,0.7,31.8,1,8.0,0.04,food,9262.0,4,2,25.1,92,1
289.2,0,0,28.8,215.0,1.0,22.7,1,10.0,0.08,fuel,6882.0,3,11,106.2,84,1
259.0,0,0,16.6,102.0,13.7,21.6,0,100.0,0.25,medicine,8966.0,5,9,81.8,65,1
187.6,1,0,57.7,1238.0,11.5,27.1,2,40.0,1.0,food,6789.0,4,6,667.0,49,2
73.3,0,0,57.5,797.0,0.1,26.5,2,48.0,0.26,construction,3073.0,1,10,74.3,77,1
185.3,1,0,60.0,1238.0,22.0,34.1,0,40.0,1.0,general,1371.0,1,9,374.2,48,2
265.3,0,0,29.2,802.0,2.3,30.1,0,100.0,0.375,medicine,12218.0,5,8,50.9,67,1
94.8,0,0,24.9,790.0,4.0,23.7,0,84.0,0.13,medicine,3733.0,5,10,10.0,78,1
169.5,0,0,25.7,68.0,5.6,29.2,3,84.0,0.13,food,9047.0,4,5,372.3,69,1
309.1,0,0,12.4,40.0,1.2,33.8,0,14.0,0.02,construction,4308.0,1,1,7.2,97,1
230.1,1,0,33.3,250.0,17.6,26.6,2,60.0,0.52,general,4698.0,1,5,696.5,57,2
233.8,1,0,32.9,250.0,12.8,33.1,1,100.0,1.0,construction,13309.0,1,7,562.6,47,2
214.9,1,0,34.9,470.0,0.7,30.8,2,8.0,0.04,general,11004.0,1,2,383.4,77,2
193.1,0,0,15.8,115.0,2.3,24.1,2,72.0,0.195,medicine,4155.0,5,5,196.0,72,1
308.6,2,2,53.9,870.0,1.5,34.7,0,6.0,0.16,fuel,9066.0,3,2,1327.6,76,2
242.4,0,0,34.1,408.0,2.4,25.3,1,13.0,0.04,fuel,2668.0,3,3,89.7,86,1
192.1,1,1,63.8,1041.0,3.3,19.7,0,60.0,1.0,fuel,3017.0,3,7,393.3,53,2
282.4,0,0,13.1,102.0,19.4,21.9,1,84.0,0.13,general,784.0,1,5,216.9,69,1
147.5,1,1,62.1,1117.0,0.6,33.3,2,3.0,0.17,food,2344.0,4,12,397.1,74,2
267.3,1,0,40.5,502.0,1.3,22.3,1,84.0,0.13,medicine,14242.0,5,4,295.1,61,2
139.6,1,1,56.6,1117.0,8.3,21.9,0,3.0,0.17,construction,12939.0,1,2,183.5,83,2
264.8,1,0,36.0,502.0,10.8,27.6,2,84.0,0.13,general,1773.0,1,5,588.9,52,2
274.5,0,0,37.2,802.0,4.6,19.0,1,12.0,0.03,medicine,6351.0,5,2,110.6,85,1
183.1,1,0,47.9,515.0,0.5,20.2,0,12.0,0.03,medicine,7471.0,5,12,102.7,84,2
278.0,1,0,49.7,762.0,17.4,32.3,0,100.0,0.375,agri,2282.0,2,8,329.4,54,2
368.7,1,1,48.0,574.0,6.5,32.4,2,100.0,0.125,general,9000.0,1,9,1063.0,54,2
315.4,0,0,11.2,20.0,3.8,23.8,1,13.0,0.04,agri,5271.0,2,3,124.2,93,1
187.9,1,0,48.0,515.0,0.2,23.8,1,12.0,0.03,agri,14182.0,2,12,189.3,80,2
419.8,0,1,49.1,594.0,1.0,27.9,0,14.0,0.02,agri,13206.0,2,1,141.9,89,1
138.0,1,1,56.2,1117.0,14.0,33.9,0,18.0,1.0,fuel,13842.0,3,5,339.4,65,2
269.2,0,0,13.2,102.0,0.3,29.7,0,84.0,0.13,general,1435.0,1,5,14.7,78,1
272.0,0,0,20.0,102.0,15.4,26.6,1,100.0,0.25,construction,685.0,1,8,203.2,66,1
234.5,1,0,25.9,250.0,11.0,27.6,3,100.0,1.0,medicine,2443.0,5,6,1386.4,44,2
284.8,0,0,21.9,215.0,0.0,33.7,0,60.0,0.52,food,8984.0,4,10,65.9,69,1
188.9,1,0,62.9,1238.0,0.2,23.4,2,4.0,0.14,agri,10623.0,2,3,351.7,79,2
539.6,0,0,8.6,35.0,0.5,22.6,0,84.0,0.13,general,5170.0,1,10,30.6,79,1
443.5,0,1,47.1,594.0,0.6,34.0,2,84.0,0.13,general,11454.0,1,4,654.2,67,1
232.5,1,0,36.9,250.0,1.8,28.8,3,10.0,0.08,medicine,11118.0,5,1,792.3,83,2
